date,brief_id,commit,verdict,reason
2026-08-02,BRIEF-2026-08-01-118-home-show-all-visible,37ddd500544030cbc9bf3ac7c141481938f6f5db,stale-test,"Ручная проверка подтвердила, что кнопка работает, но владелец продукта решил её убрать; тест защищал прошлое решение."
